gene,rate,dataset
YER169W,1.5599,Wall2005
YER170W,1.5967,Wall2005
YER171W,1.2909,Wall2005
YER172C,1.7132,Wall2005
YER173W,1.7722,Wall2005
YER174C,1.4697,Wall2005
YER175C,1.8856,Wall2005
YER176W,1.5809,Wall2005
YER177W,0.9996,Wall2005
YFL001W,1.4426,Wall2005
YFL004W,1.2753,Wall2005
YFL005W,0.9975,Wall2005
YFL008W,1.6051,Wall2005
YFL009W,1.5452,Wall2005
YFL010C,1.2047,Wall2005
YFL011W,1.6802,Wall2005
YFL012W,1.8611,Wall2005
YFL013C,1.6285,Wall2005
YFL014W,0.8604,Wall2005
YFL016C,1.672,Wall2005
YFL017C,1.8609,Wall2005
YFL023W,2.0137,Wall2005
YFL025C,1.4215,Wall2005
YFL026W,1.487,Wall2005
YFL027C,1.5427,Wall2005
YFL028C,1.3385,Wall2005
YFL029C,1.6153,Wall2005
YFL036W,1.7265,Wall2005
YFL037W,1.2071,Wall2005
YFL038C,1.5043,Wall2005
YFL040W,1.5562,Wall2005
YFL041W,1.5612,Wall2005
YFL042C,1.4221,Wall2005
YFL044C,1.3991,Wall2005
YFL045C,0.9154,Wall2005
YFL046W,1.9473,Wall2005
YFL047W,1.6715,Wall2005
YFL048C,1.7749,Wall2005
YFL049W,1.6909,Wall2005
YFL050C,1.8994,Wall2005
YFR001W,1.4941,Wall2005
YFR002W,1.4686,Wall2005
YFR003C,1.2459,Wall2005
YFR004W,1.2665,Wall2005
YFR005C,1.3797,Wall2005
YFR006W,1.3139,Wall2005
YFR007W,1.3856,Wall2005
YFR010W,1.2964,Wall2005
YFR011C,1.2935,Wall2005
YFR014C,1.505,Wall2005
YFR015C,1.2617,Wall2005
YFR022W,1.4396,Wall2005
YFR027W,1.1411,Wall2005
YFR028C,1.2451,Wall2005
YFR029W,1.5161,Wall2005
YFR031C,1.6455,Wall2005
YFR032C,1.9752,Wall2005
YFR037C,1.4091,Wall2005
YFR039C,1.731,Wall2005
YFR041C,1.4617,Wall2005
YFR042W,1.4313,Wall2005
YFR043C,1.8749,Wall2005
YFR044C,1.3862,Wall2005
YFR046C,1.6663,Wall2005
YFR047C,1.3091,Wall2005
YFR048W,1.7073,Wall2005
YFR049W,1.3862,Wall2005
YFR050C,1.369,Wall2005
YFR051C,1.2568,Wall2005
YFR052W,1.4956,Wall2005
YGL001C,1.4731,Wall2005
YGL002W,1.2586,Wall2005
YGL003C,1.3981,Wall2005
YGL004C,1.3066,Wall2005
YGL005C,1.6756,Wall2005
YGL008C,0.3874,Wall2005
YGL010W,1.4451,Wall2005
YGL011C,1.2378,Wall2005
YGL012W,1.4777,Wall2005
YGL015C,1.9644,Wall2005
YGL016W,1.2194,Wall2005
YGL017W,1.5175,Wall2005
YGL018C,1.3342,Wall2005
YGL019W,1.132,Wall2005
YGL020C,1.3518,Wall2005
YGL022W,1.3216,Wall2005
YGL023C,2.0367,Wall2005
YGL027C,1.5126,Wall2005
YGL036W,1.4204,Wall2005
YGL037C,1.1933,Wall2005
YGL039W,1.5245,Wall2005
YGL044C,1.5773,Wall2005
YGL047W,1.704,Wall2005
YGL048C,1.2734,Wall2005
YGL049C,1.7204,Wall2005
YGL055W,0.8378,Wall2005
YGL056C,1.5564,Wall2005
YGL057C,1.8456,Wall2005
YGL058W,1.3513,Wall2005
YGL061C,1.9101,Wall2005
YGL062W,1.5014,Wall2005
YGL063W,1.5707,Wall2005
YGL064C,1.8036,Wall2005
YGL065C,1.7285,Wall2005
YGL067W,1.3699,Wall2005
YGL068W,1.0788,Wall2005
YGL070C,0.9022,Wall2005
YGL071W,1.6918,Wall2005
YGL073W,1.7481,Wall2005
YGL078C,1.3379,Wall2005
YGL080W,1.1842,Wall2005
YGL081W,1.7797,Wall2005
YGL082W,1.8272,Wall2005
YGL084C,1.4405,Wall2005
YGL085W,1.5518,Wall2005
YGL089C,1.5524,Wall2005
YGL090W,1.3839,Wall2005
YGL092W,1.7424,Wall2005
YGL094C,1.5806,Wall2005
YGL095C,1.7028,Wall2005
YGL096W,1.949,Wall2005
YGL099W,1.4858,Wall2005
YGL101W,1.7155,Wall2005
YGL105W,0.8662,Wall2005
YGL107C,1.5217,Wall2005
YGL108C,1.4272,Wall2005
YGL110C,1.905,Wall2005
YGL111W,1.7795,Wall2005
YGL112C,1.478,Wall2005
YGL113W,1.5563,Wall2005
YGL114W,1.5708,Wall2005
YGL115W,1.1193,Wall2005
YGL119W,1.6703,Wall2005
YGL120C,1.3615,Wall2005
YGL121C,1.5123,Wall2005
YGL122C,1.9218,Wall2005
YGL123W,0.2365,Wall2005
YGL124C,1.5431,Wall2005
YGL126W,1.6737,Wall2005
YGL129C,1.7624,Wall2005
YGL130W,1.4748,Wall2005
YGL131C,1.7515,Wall2005
YGL133W,1.633,Wall2005
YGL135W,0.2361,Wall2005
YGL136C,1.5473,Wall2005
YGL138C,2.16,Wall2005
YGL142C,1.5344,Wall2005
YGL144C,1.7512,Wall2005
YGL145W,1.6263,Wall2005
YGL146C,1.625,Wall2005
YGL147C,0.4337,Wall2005
YGL153W,1.4837,Wall2005
YGL155W,1.4235,Wall2005
YGL156W,1.6055,Wall2005
YGL157W,1.8667,Wall2005
YGL158W,1.7187,Wall2005
YGL159W,1.8227,Wall2005
YGL160W,1.4437,Wall2005
YGL161C,1.591,Wall2005
YGL162W,1.5703,Wall2005
YGL164C,1.9006,Wall2005
YGL166W,1.5123,Wall2005
YGL169W,1.5381,Wall2005
YGL170C,1.8679,Wall2005
YGL171W,1.5104,Wall2005
YGL172W,1.4724,Wall2005
YGL174W,1.8787,Wall2005
YGL175C,1.7102,Wall2005
YGL180W,1.5999,Wall2005
YGL181W,1.6027,Wall2005
YGL184C,1.5355,Wall2005
YGL185C,1.56,Wall2005
YGL190C,1.3,Wall2005
YGL191W,1.5121,Wall2005
YGL192W,1.5789,Wall2005
YGL194C,1.6559,Wall2005
YGL195W,1.5689,Wall2005
YGL197W,1.7915,Wall2005
YGL206C,1.3265,Wall2005
YGL219C,1.5224,Wall2005
YGL222C,0.9308,Wall2005
YGL223C,1.6467,Wall2005
YGL224C,1.4959,Wall2005
YGL228W,1.6274,Wall2005
YGL229C,1.525,Wall2005
YGL230C,1.7553,Wall2005
YGL231C,1.4703,Wall2005
YGL233W,1.6128,Wall2005
YGL234W,1.1267,Wall2005
YGL237C,1.2705,Wall2005
YGL238W,1.3107,Wall2005
YGL241W,1.6052,Wall2005
YGL242C,1.9601,Wall2005
YGL243W,1.8441,Wall2005
YGL246C,1.6009,Wall2005
YGL247W,1.7232,Wall2005
YGL248W,1.5713,Wall2005
YGL249W,1.7169,Wall2005
YGL252C,1.5687,Wall2005
YGL253W,0.7082,Wall2005
YGL254W,1.7342,Wall2005
YGR002C,1.4116,Wall2005
YGR003W,1.5942,Wall2005
YGR004W,1.3122,Wall2005
YGR005C,1.3829,Wall2005
YGR007W,1.7318,Wall2005
YGR009C,1.9124,Wall2005
YGR010W,1.1537,Wall2005
YGR012W,1.6778,Wall2005
YGR013W,1.378,Wall2005
YGR014W,1.7095,Wall2005
YGR015C,1.3619,Wall2005
YGR016W,1.1968,Wall2005
YGR020C,0.6502,Wall2005
YGR026W,1.1641,Wall2005
YGR031W,1.4845,Wall2005
YGR032W,1.6346,Wall2005
YGR036C,1.4175,Wall2005
YGR037C,1.167,Wall2005
YGR038W,1.4774,Wall2005
YGR041W,1.6354,Wall2005
YGR042W,1.7102,Wall2005
YGR043C,1.43,Wall2005
YGR044C,1.5314,Wall2005
YGR046W,1.3437,Wall2005
YGR047C,1.7312,Wall2005
YGR048W,1.6705,Wall2005
YGR049W,1.4073,Wall2005
YGR053C,1.7692,Wall2005
YGR054W,1.3817,Wall2005
YGR056W,1.6373,Wall2005
YGR058W,1.4074,Wall2005
YGR060W,0.5907,Wall2005
YGR062C,1.6114,Wall2005
YGR068C,1.832,Wall2005
YGR070W,1.7319,Wall2005
YGR071C,1.7334,Wall2005
YGR072W,1.8734,Wall2005
YGR074W,1.5019,Wall2005
YGR075C,1.1263,Wall2005
YGR076C,1.8225,Wall2005
YGR077C,1.3333,Wall2005
YGR078C,1.8656,Wall2005
YGR079W,1.5812,Wall2005
YGR080W,1.3279,Wall2005
YGR081C,1.7666,Wall2005
YGR082W,0.9747,Wall2005
YGR084C,1.4315,Wall2005
YGR093W,1.5343,Wall2005
YGR094W,1.1955,Wall2005
YGR096W,1.4129,Wall2005
YGR098C,1.666,Wall2005
YGR100W,1.5796,Wall2005
YGR102C,1.3557,Wall2005
YGR103W,1.2242,Wall2005
YGR105W,1.3631,Wall2005
YGR106C,1.2239,Wall2005
YGR109C,1.4184,Wall2005
YGR111W,1.6601,Wall2005
YGR112W,1.5188,Wall2005
YGR113W,1.3454,Wall2005
YGR116W,1.666,Wall2005
YGR126W,1.773,Wall2005
YGR128C,1.5309,Wall2005
YGR131W,1.6911,Wall2005
YGR132C,1.4423,Wall2005
YGR135W,1.2863,Wall2005
YGR136W,1.5988,Wall2005
YGR145W,1.5158,Wall2005
YGR146C,0.9822,Wall2005
YGR147C,1.4718,Wall2005
YGR149W,1.4625,Wall2005
YGR152C,1.5851,Wall2005
YGR156W,1.7575,Wall2005
YGR157W,1.7533,Wall2005
YGR158C,1.4868,Wall2005
YGR159C,0.7761,Wall2005
YGR163W,1.578,Wall2005
YGR165W,1.3098,Wall2005
YGR166W,1.4766,Wall2005
YGR167W,1.5369,Wall2005
YGR168C,1.3974,Wall2005
YGR169C,1.6094,Wall2005
YGR170W,1.6022,Wall2005
YGR171C,1.7489,Wall2005
YGR173W,1.4325,Wall2005
YGR174C,1.4301,Wall2005
YGR178C,1.4418,Wall2005
YGR179C,2.0521,Wall2005
YGR180C,1.0263,Wall2005
YGR187C,2.2737,Wall2005
YGR191W,1.3942,Wall2005
YGR193C,1.1971,Wall2005
YGR194C,1.5942,Wall2005
YGR195W,1.3426,Wall2005
YGR196C,2.3764,Wall2005
YGR199W,1.5489,Wall2005
YGR202C,1.6829,Wall2005
YGR203W,1.7522,Wall2005
YGR204W,1.4836,Wall2005
YGR205W,1.7082,Wall2005
YGR206W,1.176,Wall2005
YGR207C,1.3814,Wall2005
YGR208W,1.4978,Wall2005
YGR209C,1.0866,Wall2005
YGR212W,1.8261,Wall2005
YGR213C,1.8065,Wall2005
YGR215W,1.5829,Wall2005
YGR220C,1.6438,Wall2005
YGR221C,1.6788,Wall2005
YGR222W,1.6524,Wall2005
YGR227W,1.2587,Wall2005
YGR229C,1.6889,Wall2005
YGR230W,1.8874,Wall2005
YGR232W,1.2418,Wall2005
YGR234W,1.696,Wall2005
YGR235C,1.5488,Wall2005
YGR237C,1.774,Wall2005
YGR239C,1.38,Wall2005
YGR240C,1.0362,Wall2005
YGR243W,1.7646,Wall2005
YGR244C,1.3946,Wall2005
YGR245C,1.3821,Wall2005
YGR246C,1.8336,Wall2005
YGR247W,1.7086,Wall2005
YGR249W,1.6971,Wall2005
YGR250C,1.6828,Wall2005
YGR251W,2.0542,Wall2005
YGR252W,1.2995,Wall2005
YGR253C,1.0416,Wall2005
YGR255C,1.7586,Wall2005
YGR257C,1.5435,Wall2005
YGR261C,1.5455,Wall2005
YGR262C,1.3546,Wall2005
YGR263C,1.7526,Wall2005
YGR264C,1.3797,Wall2005
YGR266W,1.7168,Wall2005
YGR267C,1.2312,Wall2005
YGR268C,1.2383,Wall2005
YGR276C,1.5939,Wall2005
YGR277C,1.5022,Wall2005
YGR283C,1.5985,Wall2005
YGR284C,0.9706,Wall2005
YGR285C,0.8173,Wall2005
YHL003C,1.4193,Wall2005
YHL004W,1.356,Wall2005
YHL008C,1.6593,Wall2005
YHL010C,1.7457,Wall2005
YHL011C,1.2123,Wall2005
YHL013C,2.1988,Wall2005
YHL014C,1.5658,Wall2005
YHL015W,0.2028,Wall2005
YHL016C,1.4243,Wall2005
YHL019C,1.4886,Wall2005
YHL020C,1.6179,Wall2005
YHL021C,1.4728,Wall2005
YHL022C,1.6076,Wall2005
YHL023C,1.6392,Wall2005
YHL030W,1.6015,Wall2005
YHL031C,1.6085,Wall2005
YHL032C,1.6496,Wall2005
YHL033C,0.4746,Wall2005
YHL034C,0.9521,Wall2005
YHL035C,1.743,Wall2005
YHL036W,1.4394,Wall2005
YHL038C,1.7712,Wall2005
YHR003C,1.4742,Wall2005
YHR005C,1.3975,Wall2005
YHR006W,1.4314,Wall2005
YHR007C,0.7531,Wall2005
YHR013C,1.4071,Wall2005
YHR017W,1.553,Wall2005
YHR018C,1.3475,Wall2005
YHR019C,1.1094,Wall2005
YHR024C,1.3975,Wall2005
YHR025W,1.0257,Wall2005
YHR026W,0.5502,Wall2005
YHR027C,1.3005,Wall2005
YHR028C,1.5209,Wall2005
YHR029C,1.6783,Wall2005
YHR030C,1.2334,Wall2005
YHR032W,1.8604,Wall2005
YHR034C,2.4406,Wall2005
YHR036W,1.1721,Wall2005
YHR037W,1.6977,Wall2005
YHR038W,1.5511,Wall2005
YHR046C,1.8289,Wall2005
YHR049W,1.1401,Wall2005
YHR058C,1.8279,Wall2005
YHR059W,1.601,Wall2005
YHR060W,1.9485,Wall2005
YHR061C,1.4511,Wall2005
YHR062C,1.3915,Wall2005
YHR063C,1.4753,Wall2005
YHR066W,1.6524,Wall2005
YHR067W,1.512,Wall2005
YHR068W,1.0809,Wall2005
YHR069C,1.5854,Wall2005
YHR073W,1.6683,Wall2005
YHR074W,1.2755,Wall2005
YHR075C,1.572,Wall2005
YHR078W,1.4381,Wall2005
YHR083W,1.4021,Wall2005
YHR084W,1.8798,Wall2005
YHR085W,1.4835,Wall2005
YHR086W,1.6549,Wall2005
YHR087W,1.7033,Wall2005
YHR090C,1.7746,Wall2005
YHR091C,1.6539,Wall2005
YHR096C,1.68,Wall2005
YHR100C,1.3457,Wall2005
YHR102W,1.5191,Wall2005
YHR103W,1.6293,Wall2005
YHR104W,2.0084,Wall2005
YHR105W,1.5743,Wall2005
YHR106W,1.7008,Wall2005
YHR107C,1.4694,Wall2005
YHR108W,1.3367,Wall2005
YHR109W,1.7548,Wall2005
YHR110W,1.5804,Wall2005
YHR111W,1.7406,Wall2005
YHR112C,1.5085,Wall2005
YHR113W,1.4534,Wall2005
YHR114W,1.6073,Wall2005
YHR118C,1.666,Wall2005
YHR120W,1.69,Wall2005
YHR121W,0.9921,Wall2005
YHR122W,1.3795,Wall2005
YHR126C,1.9351,Wall2005
YHR127W,2.0224,Wall2005
YHR129C,1.4469,Wall2005
YHR132C,1.5184,Wall2005
YHR133C,1.6268,Wall2005
YHR134W,1.7721,Wall2005
YHR136C,2.0636,Wall2005
YHR137W,1.9446,Wall2005
YHR138C,1.2485,Wall2005
YHR139C,1.9006,Wall2005
YHR143W,1.4939,Wall2005
YHR146W,1.9943,Wall2005
YHR147C,1.5314,Wall2005
YHR149C,1.9881,Wall2005
YHR151C,1.641,Wall2005
YHR152W,1.5457,Wall2005
YHR153C,1.9263,Wall2005
YHR154W,1.6521,Wall2005
YHR156C,2.2621,Wall2005
YHR157W,1.7496,Wall2005
YHR158C,1.8029,Wall2005
YHR159W,1.5701,Wall2005
YHR160C,2.2094,Wall2005
YHR161C,1.6096,Wall2005
YHR162W,1.0342,Wall2005
YHR164C,1.6282,Wall2005
YHR165C,1.7792,Wall2005
YHR166C,1.3111,Wall2005
YHR167W,1.4342,Wall2005
YHR168W,1.4564,Wall2005
YHR169W,1.2739,Wall2005
YHR170W,1.1531,Wall2005
YHR171W,1.633,Wall2005
YHR175W,1.6495,Wall2005
YHR177W,1.5132,Wall2005
YHR178W,1.5021,Wall2005
YHR182W,1.7329,Wall2005
YHR184W,1.9409,Wall2005
YHR185C,1.4429,Wall2005
YHR186C,1.6327,Wall2005
YHR187W,1.8565,Wall2005
YHR188C,1.2884,Wall2005
YHR189W,1.4551,Wall2005
YHR190W,0.9524,Wall2005
YHR191C,1.214,Wall2005
YHR192W,1.3581,Wall2005
YHR194W,1.5591,Wall2005
YHR195W,1.5873,Wall2005
YHR196W,1.5411,Wall2005
YHR197W,1.6815,Wall2005
YHR198C,1.5187,Wall2005
YHR199C,2.2221,Wall2005
YHR200W,1.4411,Wall2005
YHR201C,1.5448,Wall2005
YHR202W,1.6267,Wall2005
YHR204W,1.5522,Wall2005
YHR205W,1.4159,Wall2005
YHR206W,1.5685,Wall2005
YHR208W,1.1619,Wall2005
YIL001W,1.5857,Wall2005
YIL002C,1.4365,Wall2005
YIL003W,1.3586,Wall2005
YIL005W,1.4184,Wall2005
YIL006W,1.305,Wall2005
YIL007C,1.4578,Wall2005
YIL010W,1.1171,Wall2005
YIL013C,1.4154,Wall2005
YIL016W,1.8702,Wall2005
YIL017C,1.4955,Wall2005
YIL019W,1.796,Wall2005
YIL020C,1.8754,Wall2005
YIL021W,1.1967,Wall2005
YIL022W,1.6984,Wall2005
YIL023C,1.5154,Wall2005
YIL024C,1.4024,Wall2005
YIL026C,1.5455,Wall2005
YIL031W,1.8325,Wall2005
YIL033C,1.5692,Wall2005
YIL034C,1.0847,Wall2005
YIL035C,1.2226,Wall2005
YIL036W,1.9216,Wall2005
YIL037C,1.8495,Wall2005
YIL038C,1.5686,Wall2005
YIL039W,1.526,Wall2005
YIL040W,1.4106,Wall2005
YIL041W,1.269,Wall2005
YIL042C,1.5743,Wall2005
YIL044C,1.1744,Wall2005
YIL049W,1.1156,Wall2005
YIL050W,1.5833,Wall2005
YIL055C,1.6923,Wall2005
YIL056W,1.4526,Wall2005
YIL062C,0.8909,Wall2005
YIL063C,1.6332,Wall2005
YIL064W,1.4444,Wall2005
YIL066C,1.335,Wall2005
YIL067C,1.5238,Wall2005
YIL071C,1.5353,Wall2005
YIL072W,1.6018,Wall2005
YIL074C,1.4547,Wall2005
YIL075C,1.4848,Wall2005
YIL084C,1.5562,Wall2005
YIL085C,1.5536,Wall2005
YIL087C,1.5657,Wall2005
YIL091C,1.6103,Wall2005
YIL092W,2.1445,Wall2005
YIL093C,0.9863,Wall2005
YIL094C,1.2669,Wall2005
YIL095W,1.8155,Wall2005
YIL096C,2.0595,Wall2005
YIL097W,1.6253,Wall2005
YIL098C,1.7121,Wall2005
YIL104C,1.6077,Wall2005
YIL105C,1.3258,Wall2005
YIL107C,1.5919,Wall2005
YIL108W,1.6141,Wall2005
YIL109C,1.2477,Wall2005
YIL110W,1.5061,Wall2005
YIL112W,2.2685,Wall2005
YIL113W,1.623,Wall2005
YIL114C,1.8791,Wall2005
YIL115C,2.024,Wall2005
YIL116W,1.5234,Wall2005
YIL117C,2.1796,Wall2005
YIL118W,1.2954,Wall2005
YIL123W,1.4293,Wall2005
YIL124W,1.5914,Wall2005
YIL125W,1.4819,Wall2005
YIL126W,1.6426,Wall2005
YIL128W,1.5292,Wall2005
YIL132C,1.24,Wall2005
YIL134W,1.428,Wall2005
YIL135C,1.196,Wall2005
YIL136W,1.6275,Wall2005
YIL138C,2.0993,Wall2005
YIL139C,1.3289,Wall2005
YIL140W,1.6637,Wall2005
YIL142W,1.3654,Wall2005
YIL143C,1.322,Wall2005
YIL144W,1.8335,Wall2005
YIL146C,1.3002,Wall2005
YIL150C,1.706,Wall2005
YIL151C,1.3787,Wall2005
YIL152W,1.3622,Wall2005
YIL153W,1.5785,Wall2005
YIL156W,1.4737,Wall2005
YIL157C,1.0425,Wall2005
YIL158W,1.7284,Wall2005
YIL159W,1.7661,Wall2005
YIL160C,1.5214,Wall2005
YIL161W,1.9111,Wall2005
YIL162W,1.2702,Wall2005
YIR001C,1.4243,Wall2005
YIR002C,1.5475,Wall2005
YIR003W,1.467,Wall2005
YIR004W,1.5397,Wall2005
YIR005W,2.257,Wall2005
YIR007W,1.3682,Wall2005
YIR008C,1.2975,Wall2005
YIR009W,1.0897,Wall2005
YIR010W,1.4632,Wall2005
YIR011C,1.1904,Wall2005
YIR012W,1.2912,Wall2005
YIR013C,1.7169,Wall2005
YIR016W,1.9587,Wall2005
YIR022W,1.0823,Wall2005
YIR023W,1.5472,Wall2005
YIR024C,1.7052,Wall2005
YIR025W,1.8648,Wall2005
YIR026C,1.3446,Wall2005
YIR027C,1.2873,Wall2005
YIR028W,1.1398,Wall2005
YIR029W,1.2423,Wall2005
YIR030C,1.6364,Wall2005
YIR031C,1.3072,Wall2005
YIR032C,1.2407,Wall2005
YIR033W,1.7249,Wall2005
YIR034C,1.0476,Wall2005
YIR035C,1.5083,Wall2005
YIR036C,1.4762,Wall2005
YIR037W,1.3212,Wall2005
YJL002C,1.5176,Wall2005
YJL003W,1.234,Wall2005
YJL004C,1.4296,Wall2005
YJL010C,1.3735,Wall2005
YJL014W,1.1511,Wall2005
YJL020C,1.6102,Wall2005
YJL023C,1.8309,Wall2005
YJL025W,1.6858,Wall2005
YJL029C,1.9223,Wall2005
YJL030W,1.3098,Wall2005
YJL042W,1.6154,Wall2005
YJL043W,1.8224,Wall2005
YJL044C,1.4571,Wall2005
YJL047C,1.6588,Wall2005
YJL048C,1.6939,Wall2005
YJL051W,1.3852,Wall2005
YJL058C,1.8322,Wall2005
YJL059W,1.2749,Wall2005
YJL060W,1.5962,Wall2005
YJL061W,1.6401,Wall2005
YJL062W,1.43,Wall2005
YJL063C,1.5006,Wall2005
YJL065C,1.2755,Wall2005
YJL066C,1.5748,Wall2005
YJL068C,1.4953,Wall2005
YJL072C,1.1631,Wall2005
YJL081C,1.7871,Wall2005
YJL082W,1.5976,Wall2005
YJL085W,1.5351,Wall2005
YJL087C,1.688,Wall2005
YJL088W,1.7099,Wall2005
YJL089W,1.8475,Wall2005
YJL094C,1.8426,Wall2005
YJL098W,1.7845,Wall2005
YJL099W,1.3232,Wall2005
YJL100W,1.3399,Wall2005
YJL101C,1.6269,Wall2005
YJL104W,1.4724,Wall2005
YJL105W,1.6195,Wall2005
YJL106W,1.4552,Wall2005
YJL109C,1.4914,Wall2005
YJL110C,1.9126,Wall2005
YJL111W,1.5283,Wall2005
YJL116C,2.1247,Wall2005
YJL117W,1.494,Wall2005
YJL118W,0.8814,Wall2005
YJL121C,1.266,Wall2005
YJL122W,1.2927,Wall2005
YJL123C,1.8353,Wall2005
YJL124C,1.2269,Wall2005
YJL125C,1.5062,Wall2005
YJL126W,1.5666,Wall2005
YJL129C,1.6993,Wall2005
YJL130C,1.2626,Wall2005
YJL131C,1.9896,Wall2005
YJL132W,1.5728,Wall2005
YJL133W,1.0943,Wall2005
YJL138C,0.4462,Wall2005
YJL139C,1.762,Wall2005
YJL140W,1.443,Wall2005
YJL141C,1.8037,Wall2005
YJL143W,1.1153,Wall2005
YJL145W,1.9546,Wall2005
YJL146W,1.783,Wall2005
YJL147C,1.5882,Wall2005
YJL148W,1.4027,Wall2005
YJL154C,1.4961,Wall2005
YJL155C,1.7134,Wall2005
YJL158C,1.0131,Wall2005
YJL161W,1.4887,Wall2005
YJL163C,1.616,Wall2005
YJL164C,1.6826,Wall2005
YJL165C,1.916,Wall2005
YJL166W,1.2522,Wall2005
YJL167W,1.0372,Wall2005
YJL168C,1.7548,Wall2005
YJL171C,1.367,Wall2005
YJL173C,1.3345,Wall2005
YJL174W,1.4682,Wall2005
YJL176C,1.5321,Wall2005
YJL179W,1.3913,Wall2005
YJL180C,1.5275,Wall2005
YJL181W,1.6827,Wall2005
YJL183W,1.4976,Wall2005
YJL184W,1.6974,Wall2005
YJL185C,1.6223,Wall2005
YJL186W,1.5727,Wall2005
YJL192C,1.4541,Wall2005
YJL193W,1.516,Wall2005
YJL194W,1.5622,Wall2005
YJL196C,1.6091,Wall2005
YJL201W,1.3542,Wall2005
YJL203W,1.7184,Wall2005
YJL207C,1.6173,Wall2005
YJL208C,1.3948,Wall2005
YJL209W,1.4765,Wall2005
YJL210W,1.5711,Wall2005
YJL212C,1.3321,Wall2005
YJR001W,1.6396,Wall2005
YJR004C,1.5204,Wall2005
YJR006W,1.5752,Wall2005
YJR007W,0.9003,Wall2005
YJR008W,1.3267,Wall2005
YJR010W,1.0987,Wall2005
YJR011C,1.6116,Wall2005
YJR014W,1.5974,Wall2005
YJR015W,1.8126,Wall2005
YJR016C,0.8712,Wall2005
YJR024C,1.5011,Wall2005
YJR030C,1.6411,Wall2005
YJR032W,1.5253,Wall2005
YJR042W,1.3686,Wall2005
YJR043C,2.3274,Wall2005
YJR044C,1.2506,Wall2005
YJR049C,1.5648,Wall2005
YJR050W,1.8589,Wall2005
YJR052W,1.8691,Wall2005
YJR053W,1.8263,Wall2005
YJR056C,2.0793,Wall2005
YJR057W,1.5553,Wall2005
YJR059W,1.6523,Wall2005
YJR060W,1.7878,Wall2005
YJR061W,1.8584,Wall2005
YJR062C,1.9035,Wall2005
YJR063W,1.2693,Wall2005
YJR064W,1.0754,Wall2005
YJR066W,1.5689,Wall2005
YJR068W,1.5254,Wall2005
YJR069C,1.7966,Wall2005
YJR070C,0.9284,Wall2005
YJR072C,1.4457,Wall2005
YJR073C,1.356,Wall2005
YJR074W,1.2927,Wall2005
YJR075W,1.5,Wall2005
YJR076C,1.372,Wall2005
YJR077C,1.1117,Wall2005
YJR080C,1.2553,Wall2005
YJR082C,1.5611,Wall2005
YJR083C,1.8703,Wall2005
YJR084W,1.4088,Wall2005
YJR089W,1.8466,Wall2005
YJR090C,1.571,Wall2005
YJR091C,1.5174,Wall2005
YJR093C,1.7695,Wall2005
YJR096W,1.425,Wall2005
YJR097W,1.709,Wall2005
YJR098C,1.7208,Wall2005
YJR099W,1.5575,Wall2005
YJR100C,1.8689,Wall2005
YJR102C,1.6697,Wall2005
YJR103W,1.4841,Wall2005
YJR110W,1.7239,Wall2005
YJR111C,1.2532,Wall2005
YJR112W,2.0237,Wall2005
YJR113C,1.5784,Wall2005
YJR115W,1.3116,Wall2005
YJR116W,1.8729,Wall2005
YJR117W,1.2159,Wall2005
YJR118C,1.2916,Wall2005
YJR119C,1.6007,Wall2005
YJR121W,0.7816,Wall2005
YJR122W,1.4959,Wall2005
YJR123W,0.126,Wall2005
YJR124C,1.3804,Wall2005
YJR125C,1.5804,Wall2005
YJR126C,1.6962,Wall2005
YJR127C,1.457,Wall2005
YJR129C,1.6738,Wall2005
YJR130C,1.7384,Wall2005
YJR132W,1.5612,Wall2005
YJR134C,1.9138,Wall2005
YJR135C,1.5147,Wall2005
YJR136C,1.2784,Wall2005
YJR137C,1.3076,Wall2005
YJR138W,1.5946,Wall2005
YJR139C,1.1202,Wall2005
YJR140C,1.5402,Wall2005
YJR141W,1.4587,Wall2005
YJR144W,1.523,Wall2005
YJR147W,1.6605,Wall2005
YJR148W,1.5641,Wall2005
YKL001C,1.4296,Wall2005
YKL003C,1.2334,Wall2005
YKL004W,1.1536,Wall2005
YKL007W,1.6386,Wall2005
YKL008C,1.3231,Wall2005
YKL009W,0.9594,Wall2005
YKL011C,1.6261,Wall2005
YKL012W,1.6964,Wall2005
YKL013C,1.094,Wall2005
YKL017C,1.544,Wall2005
YKL019W,1.5287,Wall2005
YKL020C,1.6643,Wall2005
YKL021C,1.4845,Wall2005
YKL022C,1.533,Wall2005
YKL023W,2.08,Wall2005
YKL024C,1.7324,Wall2005
YKL025C,1.4913,Wall2005
YKL028W,1.6813,Wall2005
YKL029C,1.4615,Wall2005
YKL032C,1.8266,Wall2005
YKL034W,1.407,Wall2005
YKL038W,1.4656,Wall2005
YKL040C,1.6679,Wall2005
YKL041W,1.8379,Wall2005
YKL042W,1.836,Wall2005
YKL043W,1.4166,Wall2005
YKL046C,1.286,Wall2005
YKL047W,1.4628,Wall2005
YKL048C,1.6005,Wall2005
YKL050C,2.1016,Wall2005
YKL058W,1.2316,Wall2005
YKL059C,1.6638,Wall2005
YKL060C,0.1997,Wall2005
YKL061W,2.1345,Wall2005
YKL062W,1.5943,Wall2005
YKL065C,1.2204,Wall2005
YKL067W,1.5207,Wall2005
YKL068W,1.8421,Wall2005
